,cef0,cef1,cef2,cef3,cef4,min_speed,max_speed
0,-0.261671102861035,5.430586093286339,-17.55010125902587,16.914306771286416,-3.14102564102486,0.0,11.5
0,-6.110525944202358e-16,4.180555834543879e-14,-1.042100107747749e-12,1.146581368174632e-11,1499.9999999999534,11.5,20.0
0,-8.562922161260355e-14,7.707152423781812e-12,-2.59790098721589e-10,-99.99999999611317,3499.999999978223,20.0,25.0
